,question,qtype,qtype_coarse,qtype_fine
3401,"What is the name of a Greek god ?
",HUM:ind,HUM,ind
3402,"What 's the capital of Taiwan ?
",LOC:city,LOC,city
3403,"What did Englishman John Hawkins begin selling to New World colonists in 1562 ?
",ENTY:other,ENTY,other
3404,"What is the starting salary for beginning lawyers ?
",NUM:money,NUM,money
3405,"What was the man 's name who was killed in a duel with Aaron Burr ?
",HUM:ind,HUM,ind
3406,"What did Louis Cartier invent for aviator Santos Dumont in 1940 ?
",ENTY:other,ENTY,other
3407,"What will the California gas tax be in the year 2000 ?
",NUM:money,NUM,money
3408,"What city is served by Tempelhol Airport ?
",LOC:city,LOC,city
3409,"Who directed the first Woody Woodpecker cartoon ?
",HUM:ind,HUM,ind
3410,"CNN is an acronym for what ?
",ABBR:exp,ABBR,exp
3411,"What is the origin of the name Igor ?
",DESC:desc,DESC,desc
3412,"What was the first Gilbert and Sullivan opera ?
",ENTY:cremat,ENTY,cremat
3413,"What two historical figures , who fought each other in a famous battle , each have a food named after them ?
",HUM:ind,HUM,ind
3414,"Where in the United States do people live the longest ?
",LOC:other,LOC,other
3415,"What country in 1998 had the most suicides regardless of population size ?
",LOC:country,LOC,country
3416,"What is the price for tuberculosis drugs ?
",NUM:money,NUM,money
3417,"What was the first minimum wage ?
",NUM:money,NUM,money
3418,"What is the difference between a college and a university ?
",DESC:desc,DESC,desc
3419,"What substance did Joseph Priestley name for its ability to erase pencil marks ?
",ENTY:substance,ENTY,substance
3420,"What are the limits to `` self-defense ? ''
",DESC:desc,DESC,desc
3421,"How can I get my product licensed by the NBA ?
",DESC:manner,DESC,manner
3422,"What fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
",ENTY:food,ENTY,food
3423,"What effect does a prism have on light ?
",DESC:desc,DESC,desc
3424,"How many people lived in Nebraska in the mid 1900s ?
",NUM:count,NUM,count
3425,"What is software piracy ?
",DESC:def,DESC,def
3426,"What year was Janet Jackson 's first album released ?
",NUM:date,NUM,date
3427,"How do you calculate the change in enthalpy of a chemical reaction ?
",DESC:manner,DESC,manner
3428,"Name of heroine in `` Scruples '' ?
",HUM:ind,HUM,ind
3429,"How many movies has Drew Barrymore been in ?
",NUM:count,NUM,count
3430,"What TV character sired a horse named Thunder ?
",HUM:ind,HUM,ind
3431,"What are some children 's rights ?
",DESC:desc,DESC,desc
3432,"What is the name of the planet that the Ewoks live on ?
",LOC:other,LOC,other
3433,"What baseball player was known as Charley Hustle ?
",HUM:ind,HUM,ind
3434,"Who killed Lee Harvey Oswald ?
",HUM:ind,HUM,ind
3435,"What 's the symbol for the zodiacal sign Gemini ?
",ENTY:symbol,ENTY,symbol
3436,"Who was Red Grange ?
",HUM:desc,HUM,desc
3437,"What hockey team did Wayne Gretzky play for ?
",HUM:gr,HUM,gr
3438,"What series of trials followed World War II ?
",ENTY:event,ENTY,event
3439,"What Ivy League school plays its home games at Palmer Stadium ?
",HUM:gr,HUM,gr
3440,"Who invented the fax machine ?
",HUM:ind,HUM,ind
3441,"How wide is the Atlantic Ocean ?
",NUM:dist,NUM,dist
3442,"How is the element strontium purified ?
",DESC:manner,DESC,manner
3443,"What was the eighth day following the Nones in each month of the Roman calendar called ?
",ENTY:termeq,ENTY,termeq
3444,"Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?
",HUM:ind,HUM,ind
3445,"What singer 's theme song was When the Moon Comes over the Mountain ?
",HUM:ind,HUM,ind
3446,"How did Peabody and Sherman travel through time ?
",DESC:manner,DESC,manner
3447,"Who was Santos-Dumont ?
",HUM:desc,HUM,desc
3448,"How many meters are in a mile ?
",NUM:count,NUM,count
3449,"What is a fear of money ?
",ENTY:dismed,ENTY,dismed
3450,"About how many soldiers died in World War II ?
",NUM:count,NUM,count
3451,"Who is Rocky 's and Bullwinkle 's ever-lost friend ?
",HUM:ind,HUM,ind
3452,"Who is Robin Williams ?
",HUM:desc,HUM,desc
3453,"Who thought he 'd never see a poem lovely as a tree ?
",HUM:ind,HUM,ind
3454,"Who created `` The Muppets '' ?
",HUM:ind,HUM,ind
3455,"How do you make dumplings ?
",DESC:manner,DESC,manner
3456,"What celestial body has a diameter of 864 , 000 miles ?
",LOC:other,LOC,other
3457,"The operating system that runs on IBM-compatible machines is called what ?
",ENTY:termeq,ENTY,termeq
3458,"What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?
",HUM:gr,HUM,gr
3459,"What is the name of the Family Circus 's dog ?
",ENTY:animal,ENTY,animal
3460,"What did Martin Luther post on the church door at Wittenberg ?
",ENTY:other,ENTY,other
3461,"What is the meaning of the name Kathryn ?
",DESC:def,DESC,def
3462,"Name one of the major gods of Hinduism .
",HUM:ind,HUM,ind
3463,"What country borders Denmark to the south ?
",LOC:country,LOC,country
3464,"What should you do for an ankle sprain ?
",DESC:desc,DESC,desc
3465,"What dropped 1 , 313 feet in 1980 ?
",ENTY:other,ENTY,other
3466,"What is the name of the vaccine for chicken pox ?
",ENTY:dismed,ENTY,dismed
3467,"What two US biochemists won the Nobel Prize in medicine in 1992 ?
",HUM:ind,HUM,ind
3468,"What record company was formed by Herb Alpert and Jerry Moss ?
",HUM:gr,HUM,gr
3469,"Where do you find the answers for all these questions ?
",LOC:other,LOC,other
3470,"What is thermal equilibrium ?
",DESC:def,DESC,def
3471,"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?
",ENTY:termeq,ENTY,termeq
3472,"What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?
",HUM:gr,HUM,gr
3473,"What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?
",DESC:desc,DESC,desc
3474,"How many neurons are in the human brain ?
",NUM:count,NUM,count
3475,"What is a fear of reptiles ?
",ENTY:dismed,ENTY,dismed
3476,"What does Knight Ridder publish ?
",ENTY:cremat,ENTY,cremat
3477,"What city is . KDGE Radio located in ?
",LOC:city,LOC,city
3478,"What can one see in Reims ?
",ENTY:other,ENTY,other
3479,"How is an executioner determined ?
",DESC:manner,DESC,manner
3480,"What city was Bobby Kennedy assassinated in ?
",LOC:city,LOC,city
3481,"What 's the highest possible bid in Contract Bridge ?
",ENTY:other,ENTY,other
3482,"What is the medical condition of hypertension ?
",DESC:def,DESC,def
3483,"What London museum features a Chamber of Horrors ?
",LOC:other,LOC,other
3484,"What city is served by McCarren Airport ?
",LOC:city,LOC,city
3485,"How many lakes are there on the Earth ?
",NUM:count,NUM,count
3486,"What is Doegs ?
",DESC:def,DESC,def
3487,"Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?
",HUM:ind,HUM,ind
3488,"How long does a fly live ?
",NUM:period,NUM,period
3489,"What two major world religions began in India ?
",ENTY:religion,ENTY,religion
3490,"How many pounds are there in a stone ?
",NUM:weight,NUM,weight
3491,"What kind of poisoning is known as plumbism ?
",ENTY:dismed,ENTY,dismed
3492,"What is the greatest source of `` white '' magic in the Marvel Universe ?
",ENTY:other,ENTY,other
3493,"How do I find if my relatives were on the Trail of Tears ?
",DESC:manner,DESC,manner
3494,"What amount of folic acid should an expectant mother take daily ?
",NUM:other,NUM,other
3495,"How do you select wine ?
",DESC:manner,DESC,manner
3496,"Who was the king who signed the Magna Carta ?
",HUM:ind,HUM,ind
3497,"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?
",NUM:count,NUM,count
3498,"How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?
",NUM:count,NUM,count
3499,"What is a fear of stings ?
",ENTY:dismed,ENTY,dismed
3500,"Jude Law was in what movie ?
",ENTY:cremat,ENTY,cremat
3501,"What state on the Gulf of Mexico has its lowest point five feet below sea level ?
",LOC:state,LOC,state
3502,"What was the name of Robert Fulton 's most famous steamboat ?
",ENTY:veh,ENTY,veh
3503,"Where can I find a case on Americans with Disabilities Act of 199 ?
",LOC:other,LOC,other
3504,"Who is the leader of India ?
",HUM:ind,HUM,ind
3505,"Who is the prophet that is most connected to the Dead Sea ?
",HUM:ind,HUM,ind
3506,"What are the chances of pregnacy if the penis does not penetrate the vagina ?
",NUM:perc,NUM,perc
3507,"What is infomatics ?
",DESC:def,DESC,def
3508,"What is the purpose of BIOS ?
",DESC:reason,DESC,reason
3509,"Where is the Keck telescope ?
",LOC:other,LOC,other
3510,"What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?
",ENTY:cremat,ENTY,cremat
3511,"Where are the apartments in Saint John , New Brunswick ?
",LOC:other,LOC,other
3512,"Who wrote `` The Pit and the Pendulum '' ?
",HUM:ind,HUM,ind
3513,"What country did the Mau Mau Uprising take place in ?
",LOC:country,LOC,country
3514,"What are some good medical sites for information ?
",LOC:other,LOC,other
3515,"What does a resurrectionist steal ?
",ENTY:other,ENTY,other
3516,"Why did the Shea & Gould law firm leave Los Angeles ?
",DESC:reason,DESC,reason
3517,"What is the best art and design school in the world ?
",HUM:gr,HUM,gr
3518,"What two vegetables are combined in succotash ?
",ENTY:food,ENTY,food
3519,"Who is the Incredible Hulk in reality ?
",HUM:ind,HUM,ind
3520,"What does NASA stand for ?
",ABBR:exp,ABBR,exp
3521,"Which infectious disease kills the most people worldwide ?
",ENTY:dismed,ENTY,dismed
3522,"What month did the Edmund Fitzgerald sink ?
",NUM:date,NUM,date
3523,"What manufacturers are there in Texas ?
",HUM:gr,HUM,gr
3524,"Who are the presidents of Mexico and Indonesia ?
",HUM:ind,HUM,ind
3525,"Who played Al Jolson in the Jolson Story ?
",HUM:ind,HUM,ind
3526,"What is a pig in a poke ?
",DESC:def,DESC,def
3527,"Where were the 196 Summer Olympics held ?
",LOC:other,LOC,other
3528,"Where is Los Vegas ?
",LOC:other,LOC,other
3529,"Name the country which Honecker lived in .
",LOC:country,LOC,country
3530,"What U.S. state are the Finger Lakes in ?
",LOC:state,LOC,state
3531,"What is a cullion ?
",DESC:def,DESC,def
3532,"What are the ten safest American cities for pedestrians ?
",LOC:city,LOC,city
3533,"What TV detective did Craig Stevens play ?
",HUM:ind,HUM,ind
3534,"What are the most common causes of death in the U.S. ?
",DESC:reason,DESC,reason
3535,"Where can I find a picture of a Blue Meanie ?
",LOC:other,LOC,other
3536,"What university fired Angela Davis ?
",HUM:gr,HUM,gr
3537,"What U.S. state does the Continental Divide leave to enter Canada ?
",LOC:state,LOC,state
3538,"In the past 8 years who have the MVP players for the NHL been ?
",HUM:ind,HUM,ind
3539,"In AD 999 , what sort of celebrations , fears , were there ?
",ENTY:other,ENTY,other
3540,"Who played Emperor Palpatine in Star Wars ?
",HUM:ind,HUM,ind
3541,"What 's the name of the Wilkes plantation in Gone with the Wind ?
",LOC:other,LOC,other
3542,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?
",DESC:reason,DESC,reason
3543,"Where is the Statistical Abstract of the United States online ?
",LOC:other,LOC,other
3544,"What is barnstorming ?
",DESC:def,DESC,def
3545,"What 's the dumbest domesticated animal ?
",ENTY:animal,ENTY,animal
3546,"What was the importance of Magellan ?
",DESC:desc,DESC,desc
3547,"When was the Brandenburg Gate in Berlin built ?
",NUM:date,NUM,date
3548,"What do I have to do to get good grades in school ?
",DESC:manner,DESC,manner
3549,"Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?
",HUM:ind,HUM,ind
3550,"What does the number `` 5 '' stand for on FUBU clothing ?
",ABBR:abb,ABBR,abb
3551,"Who is King in Alley Oop 's home of Moo ?
",HUM:ind,HUM,ind
3552,"What four tastes can a human distinguish ?
",ENTY:food,ENTY,food
3553,"What is `` the airline built for professional travelers '' ?
",HUM:gr,HUM,gr
3554,"What two vessels fought the first sea battle between iron-covered ships ?
",ENTY:veh,ENTY,veh
3555,"How much of the silver production is manufactured by independent silversmiths ?
",NUM:count,NUM,count
3556,"What percentage of the silver production is done by independent silversmiths ?
",NUM:perc,NUM,perc
3557,"What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?
",DESC:desc,DESC,desc
3558,"What date is Boxing Day ?
",NUM:date,NUM,date
3559,"How many inches tall is Stuart Little at birth ?
",NUM:count,NUM,count
3560,"What 1953 film won Frank Sinatra a best supporting actor Oscar ?
",ENTY:cremat,ENTY,cremat
3561,"How many Stradivarius violins were ever made ?
",NUM:count,NUM,count
3562,"What type of childhood did Jules Verne have ?
",DESC:desc,DESC,desc
3563,"Who invented the stock ticker in 1870 ?
",HUM:ind,HUM,ind
3564,"What is a leper ?
",DESC:def,DESC,def
3565,"What was Einstein 's birthplace ?
",LOC:other,LOC,other
3566,"What was George Washington afraid of ?
",ENTY:other,ENTY,other
3567,"What century 's the setting for TV 's The Adventures of Robin Hood ?
",NUM:date,NUM,date
3568,"Who wrote the Bible ?
",HUM:ind,HUM,ind
3569,"What are the top 5 fiction books of all time ?
",ENTY:cremat,ENTY,cremat
3570,"What are the `` Star Wars '' satellites ?
",DESC:def,DESC,def
3571,"Who is Henry Butler ?
",HUM:desc,HUM,desc
3572,"What debts did Qintex group leave ?
",NUM:money,NUM,money
3573,"Which U.S. President is buried in Washington , D.C. ?
",HUM:ind,HUM,ind
3574,"What is the term for someone who hates mankind ?
",ENTY:termeq,ENTY,termeq
3575,"What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?
",ENTY:other,ENTY,other
3576,"What college did Dikembe Mutombo play basketball for ?
",HUM:gr,HUM,gr
3577,"Where are the Austerlitz and Victor Hugo subway stops ?
",LOC:other,LOC,other
3578,"Where did Ty Cobb grow up ?
",LOC:other,LOC,other
3579,"What is a philanthropist ?
",DESC:def,DESC,def
3580,"What is a portal ?
",DESC:def,DESC,def
3581,"What Tom Wolfe book is about the Mercury astronauts ?
",ENTY:cremat,ENTY,cremat
3582,"What cooking oil has `` corn goodness '' ?
",ENTY:food,ENTY,food
3583,"What is the per-capita income of Colombia , South America ?
",NUM:money,NUM,money
3584,"How many types of cheese are there in France ?
",NUM:count,NUM,count
3585,"How many `` eyes '' does a coconut have ?
",NUM:count,NUM,count
3586,"How many websites are there in the world ?
",NUM:count,NUM,count
3587,"What is the term that describes a word where only one usage has been recorded in all literature ?
",ENTY:termeq,ENTY,termeq
3588,"Who made the first airplane ?
",HUM:gr,HUM,gr
3589,"What measures did Clinton take to avoid the draft ?
",ENTY:techmeth,ENTY,techmeth
3590,"What are `` darning needles '' and `` horse stingers '' better known as ?
",ENTY:termeq,ENTY,termeq
3591,"How many points is a disk in the center hole worth in Crokinole ?
",NUM:count,NUM,count
3592,"How do websites like Yahoo and Excite make money ?
",DESC:manner,DESC,manner
3593,"What general direction does the journey in Around the World in 80 Days proceed in ?
",LOC:other,LOC,other
3594,"How do they produce vitamins ?
",DESC:manner,DESC,manner
3595,"The lawyer who represented Randy Craft , what was his name ?
",HUM:ind,HUM,ind
3596,"What do penguins eat ?
",ENTY:food,ENTY,food
